lat;lon
-25.6565425;-49.3019977
-25.6564917;-49.3019754
-25.650520324707;-49.3036308288574
-25.6496296;-49.3320508
-25.6420669;-53.3423798
-25.6413;-53.34328
-25.6390125;-53.343656
-25.63886;-49.29015
-25.63779;-53.21406
-25.63654;-53.21361
-25.6364663;-53.3464056
-25.63312;-53.21441
-25.63264;-49.31454
-25.6312153;-53.343137
-25.62026;-49.28088
-25.61888;-53.12188
-25.6187400817871;-53.1270103454589
-25.6184893;-53.1333253
-25.61392;-53.1292
-25.6132449;-53.1330934
-25.6106054;-49.3857585
-25.60745;-49.16685
-25.5965781;-49.3007126
-25.59586;-49.37155
-25.5936;-49.40443
-25.59204;-49.33992
-25.58928;-49.38688
-25.5882009;-49.3182973
-25.58817;-49.40664
-25.58772;-49.40097
-25.5861384;-49.3997939
-25.5859235;-49.3992654
-25.58486;-48.57552
-25.5844491;-49.3993655
-25.58439;-49.39443
-25.5813162;-49.3824437
-25.5793278;-49.1779004
-25.57817;-49.15989
-25.57545;-51.48775
-25.57478;-49.27722
-25.57475;-49.39061
-25.5724479;-49.3956694
-25.57224;-49.40132
-25.5702733;-49.3385108
-25.56783;-49.18939
-25.5609;-49.28653
-25.56072;-49.1802
-25.55913;-49.18446
-25.55799;-49.15335
-25.55785;-49.27996
-25.55737;-49.2655
-25.5569467;-49.1972541
-25.55682;-49.28919
-25.5564;-49.08862
-25.55454;-48.55726
-25.5544943;-49.172799
-25.55347;-49.30548
-25.55282;-49.18113
-25.55069;-49.19543
-25.5501078;-49.3050888
-25.5499217;-48.5830175
-25.5488861;-54.5924533
-25.54881;-49.24618
-25.54779;-49.39898
-25.54751;-48.54863
-25.54698;-49.0884
-25.546696;-48.5375205
-25.54637;-49.3381
-25.54626;-49.20848
-25.54592;-49.20018
-25.5458495;-49.3638883
-25.5458151;-49.1898141
-25.54561;-49.19085
-25.54475;-49.19454
-25.5443;-49.19633
-25.54418;-49.18363
-25.54351;-49.1606
-25.54325;-49.27791
-25.54318;-49.19193
-25.5431789;-49.1922981
-25.54297;-49.26855
-25.5417463;-54.586097
-25.54162;-48.54884
-25.54134;-49.26737
-25.54118;-49.05608
-25.54107;-49.33775
-25.53997;-49.36259
-25.53997;-54.58063
-25.53983;-49.26794
-25.53978;-49.33702
-25.5397079;-49.1994124
-25.53899;-49.19754
-25.5388506;-49.20062
-25.53883;-49.30974
-25.5387972;-49.2005945
-25.53836;-49.2742
-25.53828;-49.19935
-25.5381;-49.19196
-25.5378186;-49.2541075
-25.5374807;-54.5860561
-25.53741;-49.15376
-25.53739;-49.24023
-25.5371857;-49.1974061
-25.53659;-49.20362
-25.5365744;-49.24862
-25.5361167;-54.5856568
-25.53584;-49.27214
-25.5355641;-54.5859065
-25.53547;-49.19829
-25.5353907;-54.5855945
-25.53539;-49.2156
-25.53471;-49.1866
-25.53462;-49.30022
-25.5345877;-54.5855372
-25.53438;-49.20771
-25.53414;-49.20539
-25.5336938;-49.2746649
-25.53337;-49.0885
-25.53329;-49.21133
-25.53315;-49.31565
-25.53312;-49.26131
-25.53215;-49.2158
-25.53124;-49.29627
-25.53083;-49.2632
-25.53023;-49.20839
-25.5301;-49.20977
-25.52888;-49.29602
-25.52826;-49.20633
-25.5276246;-49.252473
-25.5271253;-49.2364694
-25.52652;-49.29235
-25.5249275;-48.5133099
-25.52397;-49.2024
-25.52293;-49.29861
-25.52289;-49.20582
-25.5225162;-49.102475
-25.5220338;-49.2923583
-25.52191;-49.20232
-25.5217033;-49.2961489
-25.52167;-49.33105
-25.52115;-49.32631
-25.52094;-49.23346
-25.52072;-49.27373
-25.5203522;-49.1252636
-25.52031;-49.30405
-25.52005;-49.32708
-25.5199895966858;-49.1982352075396
-25.51969;-49.16826
-25.5195251;-49.3325942
-25.51949;-49.24352
-25.51947;-49.19205
-25.51925;-49.17595
-25.51866;-49.29662
-25.51835;-49.1928
-25.51825;-49.17968
-25.51824;-49.19193
-25.5182;-51.54375
-25.5181161;-49.2445594
-25.5178721;-49.3417137
-25.51743;-49.28584
-25.5171081;-48.5300349
-25.51668;-49.26526
-25.5166551;-49.2954118
-25.51612;-49.12091
-25.5160914;-49.2574896
-25.51577;-49.19509
-25.51561;-49.24021
-25.5154888;-49.1642241
-25.51454;-49.19395
-25.51375;-49.18973
-25.51374;-49.23123
-25.51351;-49.22602
-25.51271;-49.25902
-25.5126978;-48.5206888
-25.51247;-49.24475
-25.51214;-49.24658
-25.51179;-49.18447
-25.51107;-49.24235
-25.51104;-49.30102
-25.51084;-49.19478
-25.51058;-49.27498
-25.51036;-49.25525
-25.51006;-49.17144
-25.50947;-49.28895
-25.50944;-49.22565
-25.50923;-49.28214
-25.50889;-49.32187
-25.50849;-49.30563
-25.50844;-49.30139
-25.5077;-49.2249
-25.50763;-49.25182
-25.50641;-49.29745
-25.50637;-49.16029
-25.50632;-49.16035
-25.50616;-49.28088
-25.5060993;-49.2541144
-25.50513;-49.28032
-25.5048375;-49.2197706
-25.50463;-49.1756
-25.5041957;-49.2853511
-25.50398;-49.21616
-25.50365;-49.28957
-25.50357;-49.21882
-25.50355;-49.25135
-25.50322;-49.29358
-25.5032198;-49.2419967
-25.50313;-49.24272
-25.5026887;-49.2944399
-25.5026249;-49.3050756
-25.50256;-49.17393
-25.50247;-49.29439
-25.50237;-54.57453
-25.5023118;-49.3003643
-25.5020041;-49.291622
-25.50193;-49.33791
-25.50191;-49.31038
-25.50154;-49.17809
-25.50094;-49.28586
-25.50079;-49.14888
-25.5007249;-49.299783
-25.50072;-49.33699
-25.500637;-49.3508891
-25.5006;-49.2876
-25.50057;-49.24466
-25.50044;-49.15057
-25.5003598;-49.3117585
-25.5002;-49.23138
-25.50001;-49.18468
-25.49999;-49.30082
-25.49996;-49.23849
-25.49951;-49.3145261
-25.49943;-49.29646
-25.49939;-49.23037
-25.49908;-49.18285
-25.4990668;-49.218856
-25.49906;-49.27284
-25.49901;-49.23027
-25.49896;-49.23455
-25.49886;-49.24125
-25.4987261;-49.2961511
-25.49839;-49.14256
-25.4982801;-49.2140053
-25.49739;-49.29192
-25.4973425;-49.2384223
-25.49714;-49.24936
-25.4969944;-49.216038
-25.49694;-49.27298
-25.4969;-49.17878
-25.49627;-49.22907
-25.49608;-49.26196
-25.4960641;-49.3173241
-25.4958975;-49.2378424
-25.49583;-49.29533
-25.4953288;-49.3199796
-25.49519;-49.29801
-25.4949471;-49.253098
-25.49489;-49.2787
-25.4948;-49.23376
-25.4947803;-49.2535083
-25.49473;-49.22049
-25.49466;-49.16836
-25.49433;-49.17674
-25.49433;-49.24347
-25.4926897;-49.255641
-25.49263;-49.23933
-25.49247;-49.27121
-25.49227;-49.25618
-25.49189;-49.27587
-25.49183;-49.27767
-25.49152;-49.25153
-25.4911163;-49.3416797
-25.4908949;-49.300818
-25.4908479;-49.3441461
-25.4908;-49.28204
-25.4905;-49.31309
-25.49033;-49.28458
-25.49016;-49.29364
-25.4895966;-53.6040555
-25.4891;-49.30065
-25.4889;-49.32549
-25.48876;-49.24759
-25.48869;-49.23701
-25.48818;-49.34439
-25.48773;-49.23466
-25.48756;-49.21016
-25.48752;-49.23591
-25.48748;-49.24847
-25.48729;-49.31318
-25.48693;-49.31244
-25.486861;-49.2641107
-25.48679;-49.31241
-25.48676;-49.30759
-25.48593;-49.23952
-25.48582;-49.19659
-25.48548;-49.24741
-25.48544;-49.20281
-25.48537;-49.23582
-25.48509;-49.23614
-25.48503;-49.14962
-25.4845667;-49.2416244
-25.48451;-53.3888
-25.48415;-49.25577
-25.48352;-49.21705
-25.4827661;-49.2460851
-25.4827;-49.25133
-25.48238;-49.24799
-25.4823565;-49.2700605
-25.4822701;-49.2380465
-25.48204;-49.25794
-25.48201;-49.29451
-25.48187;-49.30701
-25.48113;-49.3157
-25.48018;-49.27928
-25.48;-49.27855
-25.47997;-49.31975
-25.4797;-49.31176
-25.47969;-49.32309
-25.47963;-49.30756
-25.47954;-49.30268
-25.4792314;-49.2569547
-25.4791;-49.25993
-25.478515;-49.2585801
-25.47807;-49.22457
-25.477937;-48.8325978
-25.4779246;-49.2518533
-25.47736;-49.17258
-25.4770851;-49.3088142
-25.477003;-49.2921749
-25.47695;-49.24672
-25.47688;-49.35927
-25.47675;-49.31544
-25.4766418;-48.8347615
-25.47617;-49.21792
-25.4760763;-49.5544564
-25.4753;-49.31023
-25.47513;-49.29295
-25.47494;-49.22313
-25.47481;-49.32658
-25.4745053;-49.3041194
-25.4744955;-49.2952628
-25.47442;-49.20847
-25.47438;-49.26328
-25.47428;-49.20838
-25.47428;-49.25634
-25.4742725;-49.24739
-25.47392;-49.27138
-25.47355;-49.26985
-25.47347;-49.24602
-25.47283;-49.22506
-25.47213;-49.31007
-25.4719412;-49.2860917
-25.471625;-49.1711901
-25.47137;-49.33088
-25.47132;-49.29146
-25.47131;-49.3408
-25.47077;-49.30762
-25.47057;-49.23059
-25.47057;-49.27791
-25.4704542;-48.8291933
-25.47036;-49.29417
-25.46971;-49.34366
-25.4696114;-49.3152986
-25.4692077;-49.2824837
-25.46906;-49.21873
-25.4687;-49.22182
-25.46837;-49.23921
-25.4679951514776;-49.2342464646287
-25.4677;-49.2205
-25.467657;-50.6633471
-25.46765;-49.24263
-25.467497;-49.2271786
-25.4667509;-49.2237068
-25.46674;-49.27996
-25.46638;-49.23031
-25.4661689;-50.6525877
-25.46612;-49.23223
-25.46603;-49.32421
-25.4659765;-49.2257756
-25.46571;-49.40403
-25.46561;-49.24324
-25.4652453;-49.3175082
-25.4646472;-49.5413733
-25.46464;-49.30574
-25.4646364;-49.4038666
-25.46457;-49.2836
-25.46456;-49.35095
-25.46443;-49.2913
-25.46404;-49.29287
-25.4639521;-49.2886796
-25.46349;-49.23377
-25.46341;-49.23364
-25.46323;-49.26597
-25.46269;-49.36137
-25.4620154;-49.2624317
-25.46196;-49.22439
-25.46155;-49.26306
-25.46086;-49.20172
-25.46073;-49.28877
-25.46069;-49.30716
-25.4606452;-49.1969088
-25.4606351;-50.637892
-25.46052;-49.31551
-25.46047;-49.32503
-25.46022;-49.2942
-25.4598925;-49.2873312
-25.4598791;-49.4230474
-25.45986;-49.23745
-25.45978;-49.29669
-25.45975;-49.28508
-25.45973;-49.29012
-25.45959;-49.26113
-25.45955;-49.2427
-25.4593399;-49.2119554
-25.45926;-49.29152
-25.45919;-49.26905
-25.45894;-49.29465
-25.4589322;-49.3981557
-25.45893;-49.21168
-25.4587793;-49.2809821
-25.45871;-49.29756
-25.4586557;-49.3134469
-25.45852;-49.30792
-25.45848;-49.1779
-25.45832;-49.28862
-25.4582621;-49.2890481
-25.45822;-49.35378
-25.45788;-49.21762
-25.4576;-49.10253
-25.4572447;-49.3936755
-25.4572116720728;-49.2887445240145
-25.45712;-49.24482
-25.45711;-49.20812
-25.4569716;-49.2877345
-25.4569549;-49.2678012
-25.4569;-49.52595
-25.45677;-49.34215
-25.45674;-49.2661
-25.45657;-49.23177
-25.45635;-49.22449
-25.456072;-49.2249601
-25.4558095;-49.2986251
-25.45567;-49.28719
-25.4553165;-49.3040523
-25.45484;-49.53969
-25.45482;-49.34863
-25.45468;-49.08031
-25.45467;-49.09166
-25.4543235;-49.5211391
-25.45406;-49.08582
-25.45397;-49.52166
-25.45317;-49.29379
-25.45312;-49.31875
-25.4531112;-49.3000015
-25.4529587;-49.3908272
-25.4528794;-49.3233273
-25.45267;-49.27085
-25.45265;-49.51541
-25.45228;-49.27551
-25.45202;-49.27666
-25.45193;-49.34553
-25.45185;-49.30335
-25.45159;-49.54075
-25.4508672;-49.2218952
-25.45077;-49.28402
-25.4506588;-49.5125197
-25.45016;-49.22596
-25.4501384;-49.2815007
-25.45006;-49.26877
-25.45001;-49.2943
-25.44973;-49.28809
-25.44972;-49.18129
-25.44971;-49.28037
-25.44968;-49.27131
-25.44964;-49.27122
-25.44962;-49.27101
-25.44943;-49.28775
-25.44922;-49.27013
-25.44909;-49.26506
-25.44907;-49.27045
-25.44876;-49.28928
-25.4484685;-49.2899353
-25.44822;-49.27244
-25.4480823;-49.286443
-25.44808;-49.28793
-25.44802;-49.30771
-25.44791;-49.26921
-25.4475517;-49.2468991
-25.44731;-49.27184
-25.4472365;-49.2760671
-25.44714;-49.29008
-25.4471328;-49.3434737
-25.4468782;-49.2914257
-25.44662;-49.29598
-25.44658;-49.22172
-25.4464292;-49.277974
-25.44642;-49.17628
-25.44629;-49.25962
-25.44602;-49.17276
-25.44601;-49.2057
-25.44586;-49.29095
-25.44577;-49.25547
-25.44574;-49.07541
-25.4456459;-49.2633151
-25.44553;-49.17451
-25.4455;-49.25449
-25.44545;-49.25282
-25.4453985;-49.2863034
-25.4447711;-49.551309
-25.44444;-51.86787
-25.4444098;-49.302434
-25.4443739;-49.2763608
-25.44433;-49.2856
-25.4442305;-49.3104972
-25.44413;-49.31211
-25.443846;-49.2685795
-25.4437404;-49.2883475
-25.44368;-49.22401
-25.44324;-49.28981
-25.44321;-49.28177
-25.44321;-49.29724
-25.4429693;-49.2441505
-25.44289;-49.20191
-25.4427795410156;-49.5075302124023
-25.44205;-49.17812
-25.44204;-49.27888
-25.4418691;-49.2479997
-25.4416;-49.27644
-25.44153;-49.27894
-25.44134;-49.23514
-25.44119;-49.18791
-25.44118;-49.27094
-25.4409;-49.20436
-25.44086;-49.2354
-25.4405997;-49.3231193
-25.44056;-49.27253
-25.44046;-49.27358
-25.4399795532226;-49.2765388488769
-25.43996;-49.21624
-25.43988;-49.21915
-25.43941;-49.2749
-25.43919;-49.27205
-25.43877;-49.27839
-25.4386596679687;-49.3254318237304
-25.43854;-49.36427
-25.43842;-49.3265
-25.4383713;-49.2044525
-25.43837;-49.27881
-25.43833;-49.27905
-25.43821;-49.19444
-25.43819;-49.33537
-25.438185;-49.2494728
-25.4381227;-49.3336308
-25.43776;-49.2363
